,longitude,latitude,name,duration,hours,minutes
714,10.333007,55.167612,Rodalsvej,2408.7,0.0,40.0
715,10.330112,55.191615,Åbylundvej,1757.7,0.0,29.0
716,10.330121,55.199705,Nedre Hillerslev,1652.5,0.0,27.0
717,10.330129,55.219734,Gelskovvej,1568.6,0.0,26.0
718,10.330726,55.23123,Sallingeskovvej,1561.9,0.0,26.0
719,10.328484,55.25,Allestedgårdsvej,1561.8,0.0,26.0
720,10.329454,55.26782,,1464.8,0.0,24.0
721,10.329132,55.280457,Fangelvej,1168.4,0.0,19.0
722,10.329998,55.299999,Allestedvej,1015.5,0.0,16.0
723,10.331742,55.312416,Lovbjergvej,974.2,0.0,16.0
724,10.330039,55.329833,Kratholmvej,809.1,0.0,13.0
725,10.370917,55.379996,,0.0,0.0,0.0
726,10.329266,55.339922,Faaborgvej,757.2,0.0,12.0
727,10.329992,55.36011,,536.0,0.0,8.0
728,10.330142,55.369989,,378.0,0.0,6.0
729,10.330064,55.390002,,375.6,0.0,6.0
730,10.330187,55.41016,Tingvallavej,622.7,0.0,10.0
731,10.329902,55.42018,Rypebakken,811.1,0.0,13.0
732,10.331613,55.437759,,1022.1,0.0,17.0
733,10.32983,55.45187,,1287.4,0.0,21.0
734,10.33005,55.469991,Beldringevej,1152.1,0.0,19.0
735,10.328031,55.482539,Lunde Åvej,1241.3,0.0,20.0
736,10.331991,55.499064,Bladstrupvej,1469.7,0.0,24.0
737,10.331252,55.508474,Glavendrupvej,1331.1,0.0,22.0
738,10.329536,55.527744,Marbækvej,1454.7,0.0,24.0
739,10.329163,55.550878,Holemarken,1762.1,0.0,29.0
740,10.32953,55.559803,Dalene,1811.0,0.0,30.0
741,10.329452,55.578268,Nybovej,2012.2,0.0,33.0
742,10.330783,55.589785,Kørupvej,2061.7,0.0,34.0
743,10.326204,55.608606,Flyvesandsvej,2270.6,0.0,37.0
744,10.339943,55.612928,,2745.7,0.0,45.0
745,10.363863,54.847918,Klintevej,7387.7,2.0,3.0
746,10.356127,54.851379,Husmarken,7343.5,2.0,2.0
747,10.34976,54.870118,Holmevej Tranderup,7042.8,1.0,57.0
748,10.350409,54.879925,Borgnæs Møllevej,6907.6,1.0,55.0
749,10.344916,54.896714,Borgnæs Møllevej,7104.1,1.0,58.0
750,10.370917,55.379996,,0.0,0.0,0.0
751,10.366218,54.975586,Drejø Skov,5697.3,1.0,34.0
752,10.340248,55.008245,Kappelodde,6216.4,1.0,43.0
753,10.35113,55.060079,Østergyden,2991.2,0.0,49.0
754,10.349279,55.069725,,2900.1,0.0,48.0
755,10.349282,55.091128,,2639.1,0.0,43.0
756,10.348445,55.100076,Krøllegårdsvej,2630.5,0.0,43.0
757,10.349263,55.117505,Grønderupvej,2386.7,0.0,39.0
758,10.354818,55.129809,,2298.3,0.0,38.0
759,10.34869,55.151652,,2059.6,0.0,34.0
760,10.351929,55.160186,,2057.2,0.0,34.0
761,10.350169,55.180051,Hågerupvej,1821.6,0.0,30.0
762,10.342169,55.200157,,1736.4,0.0,28.0
763,10.349804,55.209944,,1811.2,0.0,30.0
764,10.350241,55.229693,Møllergyden,1478.1,0.0,24.0
765,10.351463,55.239302,Fåborgvej,1384.0,0.0,23.0
766,10.351637,55.261219,Hedenvej,1343.5,0.0,22.0
767,10.345862,55.268288,,1436.7,0.0,23.0
768,10.357795,55.289386,Nyvej,1311.8,0.0,21.0
769,10.355141,55.299325,,1277.0,0.0,21.0
770,10.350549,55.321648,,971.5,0.0,16.0
771,10.35018,55.340133,Svenstrupbakken,743.1,0.0,12.0
772,10.349453,55.350307,Nils Erlings Allé,699.7,0.0,11.0
773,10.34953,55.369943,H.P. Simonsens Allé,440.7,0.0,7.0
774,10.350091,55.380921,Solskinshøjen,350.5,0.0,5.0
775,10.370917,55.379996,,0.0,0.0,0.0
776,10.350194,55.399614,,547.3,0.0,9.0
777,10.350003,55.409821,Tarupgårdsvej,609.8,0.0,10.0
778,10.351261,55.429741,Fyrrehøjen,875.5,0.0,14.0
779,10.34742,55.43864,,981.0,0.0,16.0
780,10.349428,55.461305,Allesøvej,1040.5,0.0,17.0
781,10.346758,55.479074,Bladstrupvej,1102.0,0.0,18.0
782,10.349931,55.489591,Lunde Bygade,1249.3,0.0,20.0
783,10.349758,55.511814,Nislevvej,1424.1,0.0,23.0
784,10.347055,55.520155,Hjadstrupvej,1397.9,0.0,23.0
785,10.34935,55.539312,,1626.2,0.0,27.0
786,10.347453,55.548964,,1703.7,0.0,28.0
787,10.350149,55.571503,Krogsbøllevej,1817.8,0.0,30.0
788,10.35094,55.582563,Stenøvej,2336.8,0.0,38.0
789,10.349307,55.601469,,2494.8,0.0,41.0
790,10.339943,55.612928,,2745.7,0.0,45.0
791,10.384501,54.837612,Søndre Kystvej,7390.4,2.0,3.0
792,10.379199,54.838672,Søndre Kystvej,7463.6,2.0,4.0
793,10.380789,54.859875,Oldemarksvej,7096.6,1.0,58.0
794,10.380085,54.884186,Øsemarksvej,7223.5,2.0,0.0
795,10.384326,54.886795,Øsemarksvej,7189.4,1.0,59.0
796,10.377933,54.975707,Drejø Skovvej,5538.8,1.0,32.0
797,10.383761,54.978474,Drejø Skovvej,5435.5,1.0,30.0
798,10.390234,55.054831,,3087.2,0.0,51.0
799,10.379965,55.060024,,3103.5,0.0,51.0
800,10.370917,55.379996,,0.0,0.0,0.0
801,10.380521,55.081146,Dyssevej,2708.3,0.0,45.0
802,10.382488,55.089954,Faurshøjvej,2739.2,0.0,45.0
803,10.381872,55.10996,Faurshøjvej,2510.5,0.0,41.0
804,10.383584,55.131968,Brændegårdsvej,2411.7,0.0,40.0
805,10.371208,55.137124,Brændegårdsvej,2268.9,0.0,37.0
806,10.383095,55.160748,,2292.1,0.0,38.0
807,10.378117,55.169788,,2199.1,0.0,36.0
808,10.380039,55.189386,Tingskovvej,2098.8,0.0,34.0
809,10.381153,55.198691,Holmevej,2039.6,0.0,33.0
810,10.380475,55.220147,Sallingevej,1591.0,0.0,26.0
811,10.379179,55.230151,Dalsmøllevej,1664.7,0.0,27.0
812,10.375937,55.250181,,1429.6,0.0,23.0
813,10.380196,55.269476,Mørkhøjvej,1292.8,0.0,21.0
814,10.380025,55.279987,Albanivej,1123.7,0.0,18.0
815,10.37944,55.299214,Lumbyholmvej,1062.8,0.0,17.0
816,10.37766,55.310727,,1007.4,0.0,16.0
817,10.379898,55.330354,Dahlsvej,723.6,0.0,12.0
818,10.381332,55.340466,Volderslevvej,783.1,0.0,13.0
819,10.380247,55.360131,Zachariasvej,429.4,0.0,7.0
820,10.380627,55.369454,Skovalléen,320.9,0.0,5.0
821,10.379628,55.389849,,342.8,0.0,5.0
822,10.3813,55.409809,Englandskaj,717.6,0.0,11.0
823,10.379789,55.420018,Norgekaj,766.7,0.0,12.0
824,10.381398,55.439539,Anderupvej,880.1,0.0,14.0
825,10.370917,55.379996,,0.0,0.0,0.0
826,10.379114,55.450087,,1115.6,0.0,18.0
827,10.380621,55.469786,,1095.6,0.0,18.0
828,10.383388,55.480216,Slettensvej,1049.4,0.0,17.0
829,10.382321,55.498804,,1243.4,0.0,20.0
830,10.379935,55.509934,Nislevvej,1355.2,0.0,22.0
831,10.378397,55.528692,,1762.7,0.0,29.0
832,10.379983,55.549966,,1898.3,0.0,31.0
833,10.379978,55.559901,,1776.2,0.0,29.0
834,10.381914,55.576851,,1982.3,0.0,33.0
835,10.381418,55.59069,Tørresøvej,2002.4,0.0,33.0
836,10.371526,55.601478,Veststranden,2364.7,0.0,39.0
837,10.411414,54.820327,Østersøvej,7374.5,2.0,2.0
838,10.397967,54.839388,Risemarksvej,7294.8,2.0,1.0
839,10.40001,54.850298,Kongeballevej,7105.0,1.0,58.0
840,10.399863,54.871696,Lammehusene,7152.6,1.0,59.0
841,10.401156,54.879626,Tivoli,7043.8,1.0,57.0
842,10.403236,54.897817,Vestre Strandvej,7104.3,1.0,58.0
843,10.41135,54.96723,Bækskildevej,4978.7,1.0,22.0
844,10.396856,54.975904,Drejø Skovvej,5247.3,1.0,27.0
845,10.401905,55.044478,Langemarken,3121.2,0.0,52.0
846,10.400326,55.060418,Lillemarken,2976.9,0.0,49.0
847,10.397892,55.072074,Rødkildevej,2917.9,0.0,48.0
848,10.400425,55.089645,Gundestrupvej,2736.0,0.0,45.0
849,10.395481,55.100833,Guldbjergvej,2886.1,0.0,48.0
850,10.370917,55.379996,,0.0,0.0,0.0
851,10.402421,55.119947,Pilegyden,2829.4,0.0,47.0
852,10.400598,55.128215,Pilegyden,2671.0,0.0,44.0
853,10.407742,55.149118,Grøftebjergvej,2410.2,0.0,40.0
854,10.403404,55.158907,Bøjdenvejen,2363.9,0.0,39.0
855,10.39999,55.179989,Lydinge Haver,2097.0,0.0,34.0
856,10.400242,55.199322,Holmevej,1903.0,0.0,31.0
857,10.400329,55.208849,,1741.1,0.0,29.0
858,10.397769,55.230591,Smedegyden,1634.3,0.0,27.0
859,10.400578,55.239905,Ruevejen,1599.5,0.0,26.0
860,10.400068,55.259765,Hedebovej,1413.3,0.0,23.0
861,10.400046,55.27004,Røjlevej,1241.5,0.0,20.0
862,10.400594,55.289069,Eskevej,1061.6,0.0,17.0
863,10.399935,55.300282,,976.8,0.0,16.0
864,10.400327,55.320216,Bramstrup,839.4,0.0,13.0
865,10.397452,55.340589,,759.7,0.0,12.0
866,10.399999,55.35,,738.8,0.0,12.0
867,10.40037,55.36998,,488.0,0.0,8.0
868,10.399842,55.380082,Ørnfeltvej,303.8,0.0,5.0
869,10.400567,55.400202,,554.7,0.0,9.0
870,10.400157,55.409969,Teisensvej,699.7,0.0,11.0
871,10.396443,55.431414,Nistedvej,1035.8,0.0,17.0
872,10.400192,55.439954,Hedelundvej,1006.8,0.0,16.0
873,10.399945,55.458362,Strandløkkevej,1005.1,0.0,16.0
874,10.407189,55.485654,Brale,1380.1,0.0,23.0
875,10.370917,55.379996,,0.0,0.0,0.0
876,10.396355,55.491059,Daugstrupvej,1367.4,0.0,22.0
877,10.40001,55.51,,1309.3,0.0,21.0
878,10.400032,55.519999,Nørregade,1429.6,0.0,23.0
879,10.402579,55.54014,,1778.9,0.0,29.0
880,10.392814,55.550796,Norupvej,1626.1,0.0,27.0
881,10.401757,55.571921,Havreballevej,1895.7,0.0,31.0
882,10.401314,55.581994,Tofteløkkevej,1965.5,0.0,32.0
883,10.395151,55.594778,Pilevej,2307.0,0.0,38.0
884,10.420991,54.817902,Østersøvej,7774.4,2.0,9.0
885,10.430194,54.828059,Eskevej,7120.5,1.0,58.0
886,10.429851,54.841005,Møllesøvej,6929.1,1.0,55.0
887,10.429792,54.859611,Grønnæsvej,7077.4,1.0,57.0
888,10.422042,54.871867,,7183.0,1.0,59.0
889,10.415162,54.890037,,7030.7,1.0,57.0
890,10.429893,54.969997,Horskærvejen,4855.2,1.0,20.0
891,10.428206,55.0499,Lindekildevej,2904.4,0.0,48.0
892,10.429797,55.059299,,2876.5,0.0,47.0
893,10.429642,55.080034,Fåborgvej,2711.8,0.0,45.0
894,10.427846,55.090306,Sterrebyvej,2710.8,0.0,45.0
895,10.430071,55.110038,Filippavej,2641.2,0.0,44.0
896,10.429918,55.130188,,2333.6,0.0,38.0
897,10.427442,55.139538,Hundstrupvej,2238.1,0.0,37.0
898,10.428187,55.15943,,2112.7,0.0,35.0
899,10.430804,55.172886,Krarup Nordegn,2334.6,0.0,38.0
900,10.370917,55.379996,,0.0,0.0,0.0
901,10.42994,55.189657,Fjellebrovej,1927.0,0.0,32.0
902,10.431474,55.199674,,2027.7,0.0,33.0
903,10.432194,55.217286,,1657.6,0.0,27.0
904,10.42917,55.230476,,1740.5,0.0,29.0
905,10.429252,55.249976,Nordskovvej,1405.7,0.0,23.0
906,10.430802,55.270622,,1293.2,0.0,21.0
907,10.428074,55.279602,Freltoftevej,1166.3,0.0,19.0
908,10.429975,55.300124,Lumbyvej,1097.9,0.0,18.0
909,10.429968,55.309994,Tokkerodvej,952.1,0.0,15.0
910,10.429761,55.330304,Højbyvej,943.8,0.0,15.0
911,10.429997,55.339997,,843.1,0.0,14.0
912,10.430111,55.358984,,758.0,0.0,12.0
913,10.431046,55.370047,,680.1,0.0,11.0
914,10.429947,55.390247,Havekolonien Christiansminde,725.8,0.0,12.0
915,10.429932,55.410113,Gillestedvej,763.5,0.0,12.0
916,10.430347,55.419479,Kertemindevej,825.9,0.0,13.0
917,10.425678,55.44028,Østre Kanalvej,1070.1,0.0,17.0
918,10.430074,55.450171,,2574.0,0.0,42.0
919,10.432462,55.471709,Grusgyden,1734.5,0.0,28.0
920,10.430336,55.480047,Grusgyden,1620.3,0.0,27.0
921,10.428584,55.500346,,1525.0,0.0,25.0
922,10.429941,55.50985,Skovgyden,1586.7,0.0,26.0
923,10.422355,55.53128,Strandvejen,1533.2,0.0,25.0
924,10.431486,55.552754,Hasmarkmosen,1752.3,0.0,29.0
925,10.370917,55.379996,,0.0,0.0,0.0
926,10.429248,55.559719,Lundemosen,1847.9,0.0,30.0
927,10.430057,55.580029,Strøget,2267.4,0.0,37.0
928,10.423069,55.585146,Kristiansmindevej,2125.5,0.0,35.0
929,10.430578,54.824122,Vejsnæs,7122.9,1.0,58.0
930,10.452073,54.837896,Drejet,6787.0,1.0,53.0
931,10.444014,54.849533,Gråsten Nor,7576.2,2.0,6.0
932,10.451501,54.863678,Ved Dæmningen,7459.9,2.0,4.0
933,10.432531,54.97313,Husmandsvej,4967.1,1.0,22.0
934,10.453019,55.041709,,3012.6,0.0,50.0
935,10.450046,55.059905,Søndre Longvej,2700.7,0.0,45.0
936,10.449381,55.070069,Vestervangen,2668.5,0.0,44.0
937,10.453353,55.089894,Longvej,2628.5,0.0,43.0
938,10.451442,55.09719,,2726.1,0.0,45.0
939,10.450086,55.118753,Hundstrupvej,2473.5,0.0,41.0
940,10.448775,55.126592,Hundstrupvej,2680.8,0.0,44.0
941,10.449998,55.149996,Tangevej,2123.6,0.0,35.0
942,10.448861,55.159876,,2067.3,0.0,34.0
943,10.458071,55.18061,Sundsgårdsvej,2022.1,0.0,33.0
944,10.447604,55.200485,Herringevej,1813.3,0.0,30.0
945,10.450846,55.206448,,1942.8,0.0,32.0
946,10.451546,55.227563,,1636.9,0.0,27.0
947,10.449411,55.239432,Gestelevvej,1474.8,0.0,24.0
948,10.452992,55.25619,,1723.0,0.0,28.0
949,10.451534,55.270237,Hovedvejen,1268.2,0.0,21.0
950,10.370917,55.379996,,0.0,0.0,0.0
951,10.450033,55.289998,Svendborgvej,1127.6,0.0,18.0
952,10.452455,55.299844,Svendborgvej,1193.6,0.0,19.0
953,10.449719,55.319366,Rindebækvej,982.1,0.0,16.0
954,10.449976,55.340288,Knullen,860.2,0.0,14.0
955,10.449728,55.350258,Hvilehøjvej,915.4,0.0,15.0
956,10.449605,55.369757,Ørbækvej,650.9,0.0,10.0
957,10.449675,55.380104,,762.2,0.0,12.0
958,10.449898,55.399834,Åsumvej,776.5,0.0,12.0
959,10.4475,55.40976,Bådvej,885.4,0.0,14.0
960,10.448748,55.429855,Østbirkvej,1129.6,0.0,18.0
961,10.449775,55.440054,Muslingevej,1230.2,0.0,20.0
962,10.429668,55.455957,,1377.1,0.0,22.0
963,10.450052,55.479915,,1767.0,0.0,29.0
964,10.454266,55.489421,Klingeskov,1671.7,0.0,27.0
965,10.449865,55.509885,,1703.6,0.0,28.0
966,10.451257,55.516544,,1833.0,0.0,30.0
967,10.451511,55.541363,,1840.7,0.0,30.0
968,10.448171,55.550259,Bomosen,1743.3,0.0,29.0
969,10.449019,55.569372,Kystvejen,2251.7,0.0,37.0
970,10.469788,54.84127,Drejet,6717.1,1.0,51.0
971,10.469703,54.860038,Færgevej,6814.2,1.0,53.0
972,10.472358,54.881444,Vesterskovsvej,6953.5,1.0,55.0
973,10.483146,55.038069,Strandvej,2798.7,0.0,46.0
974,10.468522,55.049687,Strandvej,2698.8,0.0,44.0
975,10.370917,55.379996,,0.0,0.0,0.0
976,10.466543,55.060654,,2672.5,0.0,44.0
977,10.466804,55.079834,Stågerupvej,2515.7,0.0,41.0
978,10.468855,55.090191,Stågerupvej,2445.1,0.0,40.0
979,10.475453,55.103285,Rødmevej,2322.5,0.0,38.0
980,10.469849,55.130076,Hundstrupvej,2245.9,0.0,37.0
981,10.470009,55.139613,,2467.7,0.0,41.0
982,10.469276,55.159627,,1952.1,0.0,32.0
983,10.46832,55.169938,Sundsgårdsvej,1884.4,0.0,31.0
984,10.47188,55.190249,Bjertevej,2147.2,0.0,35.0
985,10.470042,55.199591,Rudmevej,1847.0,0.0,30.0
986,10.467539,55.220502,Boltinggårdvej,1539.3,0.0,25.0
987,10.469923,55.229981,,1569.6,0.0,26.0
988,10.469997,55.249982,Rynkeby Huse,1403.4,0.0,23.0
989,10.468112,55.269711,,1399.9,0.0,23.0
990,10.466762,55.280838,,1315.0,0.0,21.0
991,10.470418,55.299769,Gammel Byvej,1237.8,0.0,20.0
992,10.471699,55.307977,Ibjergvej,1120.5,0.0,18.0
993,10.471151,55.330013,Gammellungvej,1167.4,0.0,19.0
994,10.470035,55.339825,Allerup Bygade,985.0,0.0,16.0
995,10.469441,55.359651,Lindegaards Allé,941.4,0.0,15.0
996,10.470154,55.369894,Væbnerhatten,858.6,0.0,14.0
997,10.46959,55.390047,,673.3,0.0,11.0
998,10.471678,55.410175,Østre Ringvej,806.8,0.0,13.0
999,10.470007,55.420048,Persillehaven,935.1,0.0,15.0
1000,10.370917,55.379996,,0.0,0.0,0.0
1001,10.468973,55.437658,Engløkken,1160.8,0.0,19.0
1002,10.454165,55.478756,,1696.1,0.0,28.0
1003,10.473417,55.488616,,1943.2,0.0,32.0
1004,10.476194,55.500865,Ølundgyden,1943.3,0.0,32.0
1005,10.467721,55.510686,Ølundgyden,1959.4,0.0,32.0
1006,10.470139,55.528206,Hofmansgavevej,2028.5,0.0,33.0
1007,10.468532,55.550481,Østerballevej,1887.5,0.0,31.0
1008,10.469707,55.559624,Østre Strandvej,2039.5,0.0,33.0
1009,10.505914,54.844278,Nederste Midtmarksvej,6864.3,1.0,54.0
1010,10.499991,54.850062,,6610.6,1.0,50.0
1011,10.497989,54.868611,,6643.5,1.0,50.0
1012,10.492227,54.874971,Strandbyvejen,6810.8,1.0,53.0
1013,10.508394,55.02732,Lehnskov Strand,2757.2,0.0,45.0
1014,10.498837,55.038822,,2854.5,0.0,47.0
1015,10.4989,55.06,Sømarksvej,2440.7,0.0,40.0
1016,10.499574,55.070087,Østre Stationsvej,2326.3,0.0,38.0
1017,10.500181,55.091211,Solbjergvej,2410.0,0.0,40.0
1018,10.500415,55.099487,Tørvelong,2436.0,0.0,40.0
1019,10.500142,55.119812,,2234.0,0.0,37.0
1020,10.499987,55.129975,,2136.9,0.0,35.0
1021,10.501653,55.149757,,2274.1,0.0,37.0
1022,10.506094,55.160589,,1986.5,0.0,33.0
1023,10.497914,55.179969,Holmegyden,1837.8,0.0,30.0
1024,10.498391,55.197787,,1769.0,0.0,29.0
1025,10.370917,55.379996,,0.0,0.0,0.0
1026,10.499122,55.210658,Hedevej,1660.7,0.0,27.0
1027,10.496316,55.229298,Svendborgmotorvejen,1277.5,0.0,21.0
1028,10.499935,55.240044,Ørbækvej,1299.5,0.0,21.0
1029,10.500062,55.260674,,1620.2,0.0,27.0
1030,10.497686,55.269358,Sødingevej,1444.7,0.0,24.0
1031,10.50057,55.290181,Hestehavevej,1849.3,0.0,30.0
1032,10.50003,55.299847,,1555.5,0.0,25.0
1033,10.501573,55.317543,,1278.8,0.0,21.0
1034,10.500038,55.340101,,1044.3,0.0,17.0
1035,10.498765,55.351578,,1118.9,0.0,18.0
1036,10.499562,55.369811,,971.8,0.0,16.0
1037,10.500176,55.379403,,925.9,0.0,15.0
1038,10.496082,55.399728,,1006.4,0.0,16.0
1039,10.501978,55.411966,,1103.3,0.0,18.0
1040,10.502382,55.428514,,1220.4,0.0,20.0
1041,10.502198,55.440819,Fredemarksvej,1166.4,0.0,19.0
1042,10.499837,55.460125,,1502.1,0.0,25.0
1043,10.485926,55.48579,Gersøvej,1989.0,0.0,33.0
1044,10.488081,55.48903,Gersøvej,2042.7,0.0,34.0
1045,10.493813,55.504872,,2071.0,0.0,34.0
1046,10.483854,55.518603,Bogøvej,2013.5,0.0,33.0
1047,10.498881,55.548706,Halshusene,2241.6,0.0,37.0
1048,10.49849,55.548874,Halshusene,2225.8,0.0,37.0
1049,10.520482,54.843943,Østersøvej,6537.5,1.0,48.0
1050,10.370917,55.379996,,0.0,0.0,0.0
1051,10.518755,54.859598,Strandvejen,6398.7,1.0,46.0
1052,10.534616,54.974669,Skaregårdsvej,3225.2,0.0,53.0
1053,10.530765,54.991092,Søren Lolks Vej,2827.1,0.0,47.0
1054,10.519119,54.999676,Vornæs Skovvej,2820.6,0.0,47.0
1055,10.517968,55.02693,Lehnskov Strand,2675.2,0.0,44.0
1056,10.523041,55.030029,Lehnskov Strand,2600.2,0.0,43.0
1057,10.518862,55.051468,Bjergvej,2438.0,0.0,40.0
1058,10.520267,55.059695,,2426.9,0.0,40.0
1059,10.520027,55.079239,Nielstrupvej,2348.2,0.0,39.0
1060,10.515266,55.09026,Skovmarksvej,2411.5,0.0,40.0
1061,10.516013,55.110123,Hedevej,2299.7,0.0,38.0
1062,10.521266,55.132192,,2062.5,0.0,34.0
1063,10.522311,55.140399,Sognevej,2168.8,0.0,36.0
1064,10.51884,55.155477,,2156.6,0.0,35.0
1065,10.518153,55.171871,,1947.4,0.0,32.0
1066,10.520019,55.18992,Odensevej,1587.2,0.0,26.0
1067,10.519573,55.199738,Gultvedholm,1684.8,0.0,28.0
1068,10.521937,55.219898,Krumstrupvej,1610.5,0.0,26.0
1069,10.521947,55.23054,Lørupvej,1599.9,0.0,26.0
1070,10.519467,55.250053,Blaakærvej,1475.4,0.0,24.0
1071,10.521511,55.270255,,1659.9,0.0,27.0
1072,10.516728,55.279491,Klaus Berntsens Vej,1465.9,0.0,24.0
1073,10.518064,55.300048,Torpelundsvej,1711.5,0.0,28.0
1074,10.521586,55.31116,,1442.3,0.0,24.0
1075,10.370917,55.379996,,0.0,0.0,0.0
1076,10.52155,55.332208,,1194.9,0.0,19.0
1077,10.520105,55.340249,Tingkærvej,1083.8,0.0,18.0
1078,10.519143,55.357558,Birkum Mosevej,1449.5,0.0,24.0
1079,10.522057,55.368142,Kærbygårdevej,1088.1,0.0,18.0
1080,10.520054,55.390022,Alléparken,948.7,0.0,15.0
1081,10.516996,55.411653,,1122.5,0.0,18.0
1082,10.520118,55.420183,Radbyvej,1171.5,0.0,19.0
1083,10.518208,55.440582,,1200.0,0.0,20.0
1084,10.521359,55.450283,,1378.9,0.0,22.0
1085,10.516293,55.46611,,1736.1,0.0,28.0
1086,10.498881,55.548706,Halshusene,2241.6,0.0,37.0
1087,10.548648,54.953631,Monnetvej,3120.3,0.0,52.0
1088,10.543188,54.965855,Skovballevej,2985.1,0.0,49.0
1089,10.539742,54.979044,Knasterhovvej,2936.1,0.0,48.0
1090,10.537109,54.989855,Udflyttervej,3121.6,0.0,52.0
1091,10.539041,55.008114,,2763.7,0.0,46.0
1092,10.548929,55.017567,Bækkehavevej,2885.7,0.0,48.0
1093,10.540621,55.039783,,2597.8,0.0,43.0
1094,10.539984,55.06012,Hellegårdsvej,2306.7,0.0,38.0
1095,10.539376,55.070697,Hvidkildevej,2140.5,0.0,35.0
1096,10.534341,55.087938,Løvehavevej,2341.2,0.0,39.0
1097,10.545771,55.100502,Dyrehavegårdsvej,2601.9,0.0,43.0
1098,10.53824,55.121834,Nørregårdsvej,2007.7,0.0,33.0
1099,10.538297,55.131483,Lundevej,2123.4,0.0,35.0
1100,10.370917,55.379996,,0.0,0.0,0.0
1101,10.539357,55.150338,Bobjergvej,1788.4,0.0,29.0
1102,10.540022,55.159959,,1723.3,0.0,28.0
1103,10.536366,55.179095,Svendborgmotorvejen,1497.5,0.0,24.0
1104,10.539946,55.199497,Faaborgvej,1694.4,0.0,28.0
1105,10.5396,55.210412,,1778.8,0.0,29.0
1106,10.539994,55.23001,,1751.6,0.0,29.0
1107,10.539381,55.23997,,1592.7,0.0,26.0
1108,10.536655,55.260858,,1865.9,0.0,31.0
1109,10.540393,55.273247,Stubbendrupvej,1724.0,0.0,28.0
1110,10.540044,55.290003,Tarupvej,1574.6,0.0,26.0
1111,10.539988,55.300126,Tarupvej,1976.4,0.0,32.0
1112,10.540631,55.317763,Hudevad Byvej,1453.9,0.0,24.0
1113,10.542152,55.340322,Sanderumgårdvej,1261.5,0.0,21.0
1114,10.540322,55.347758,Sanderumgårdvej,1473.0,0.0,24.0
1115,10.544215,55.371671,Vejrupskovvej,1217.0,0.0,20.0
1116,10.539284,55.380145,,1012.7,0.0,16.0
1117,10.535822,55.397877,Kertemindevejen,1119.0,0.0,18.0
1118,10.541698,55.409675,,1169.4,0.0,19.0
1119,10.539368,55.430055,Kølstrupvej,1306.7,0.0,21.0
1120,10.54,55.440102,Drejet,1473.4,0.0,24.0
1121,10.540537,55.458641,,1436.7,0.0,23.0
1122,10.546802,55.473329,Lindø Nordvej,1563.5,0.0,26.0
1123,10.559519,54.953365,Søby Strandvej,3130.0,0.0,52.0
1124,10.570141,54.969854,Hellufvej,2863.4,0.0,47.0
1125,10.370917,55.379996,,0.0,0.0,0.0
1126,10.564733,54.987343,Stennervej,2865.3,0.0,47.0
1127,10.571635,54.999868,Sønder Vornæsvej,2690.8,0.0,44.0
1128,10.569817,55.019895,Bukkehavevej,2502.3,0.0,41.0
1129,10.575319,55.028982,Horsevænget,2543.7,0.0,42.0
1130,10.5716,55.052066,Skovsbovej,2236.0,0.0,37.0
1131,10.570113,55.059187,Johannes Jørgensens Vej,2383.8,0.0,39.0
1132,10.569716,55.080289,Sørupvej,2234.8,0.0,37.0
1133,10.570307,55.090046,Odensevej,1941.2,0.0,32.0
1134,10.569003,55.109746,Slæbæk Skov,1967.7,0.0,32.0
1135,10.570318,55.129178,Højbjergvej,1981.3,0.0,33.0
1136,10.571858,55.138456,,2141.9,0.0,35.0
1137,10.571285,55.163061,Kværndrup Vænge,1890.8,0.0,31.0
1138,10.569347,55.170018,Dyrebjergvej,1866.8,0.0,31.0
1139,10.568847,55.189343,,1748.6,0.0,29.0
1140,10.571192,55.199955,Kohavevej,1819.5,0.0,30.0
1141,10.569721,55.223468,,1790.0,0.0,29.0
1142,10.569456,55.230136,,1715.7,0.0,28.0
1143,10.566969,55.252647,Ravnholtvej,1697.4,0.0,28.0
1144,10.57269,55.269882,Skyttealleen,1836.6,0.0,30.0
1145,10.570369,55.279952,Skyttealleen,1724.1,0.0,28.0
1146,10.57026,55.300074,Sønder Højrupvejen,1632.2,0.0,27.0
1147,10.568972,55.308616,Lodskovvej,1425.7,0.0,23.0
1148,10.570195,55.331177,Nyhavevej,1415.9,0.0,23.0
1149,10.570057,55.340038,Davinde Skovvej,1399.4,0.0,23.0
1150,10.370917,55.379996,,0.0,0.0,0.0
1151,10.569857,55.359916,Håndværkervej,1078.6,0.0,17.0
1152,10.569738,55.370256,Gartnervænget,1049.7,0.0,17.0
1153,10.57073,55.390584,Birketvedvejen,1101.4,0.0,18.0
1154,10.568558,55.41197,Hundslevgyden,1577.4,0.0,26.0
1155,10.571594,55.419132,,1347.3,0.0,22.0
1156,10.579807,55.444897,Tværgyden,1737.1,0.0,28.0
1157,10.578914,55.449607,Tværgyden,1920.5,0.0,32.0
1158,10.569409,55.470025,,1667.7,0.0,27.0
1159,10.568389,55.474931,Boels Bro,1789.6,0.0,29.0
1160,10.572532,55.516151,Gabet,2552.7,0.0,42.0
1161,10.574899,55.527571,,2556.0,0.0,42.0
1162,10.595339,54.904198,,5986.0,1.0,39.0
1163,10.594079,54.912536,Korsvejen,6180.1,1.0,43.0
